,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
2217,2,8,1,60,58,2,2,1,60,0,0,0,1400,1996
2218,1,0,2,24,33,4,1,1,35,170,3000,0,600,1589
2219,2,5,6,60,42,2,1,1,75,95,0,0,1000,1067
2220,2,2,2,48,43,2,1,2,60,95,4000,1300,700,975
2221,2,0,1,18,24,1,1,2,39,40,0,0,300,460
2222,1,12,2,60,34,2,2,1,75,165,5000,1500,1600,1682
2223,2,1,2,60,46,2,1,1,75,50,2000,0,750,1302
2224,1,14,2,60,45,2,2,1,60,164,4000,0,1050,1383
2225,1,2,5,48,25,2,1,3,60,150,0,0,1000,1300
2226,2,1,5,12,26,1,1,2,35,0,0,0,190,693
2227,2,1,6,30,20,1,1,1,35,90,0,0,450,500
2228,1,3,2,60,30,2,1,1,45,200,10000,2969,1650,1750
2229,1,1,1,60,35,3,1,1,45,100,0,0,1250,1400
2230,1,22,5,36,38,2,1,1,75,110,2000,0,780,1785
2231,1,30,2,48,59,2,1,1,45,150,4000,0,660,933
2232,2,2,6,24,37,2,2,3,60,0,0,0,1000,1795
2233,1,1,5,48,40,2,1,1,75,121,0,0,1320,1600
2234,1,5,1,48,34,5,1,3,57,120,9000,0,950,1290
2235,1,17,2,60,57,2,1,1,60,106,4000,0,870,979
2236,1,14,6,48,46,2,1,1,60,100,99999999,99999999,800,1651
2237,1,3,1,36,23,2,1,2,53,79,0,0,600,650
2238,1,1,1,48,34,1,1,1,45,98,6000,800,900,980
2239,1,17,2,36,38,2,1,3,75,0,19000,800,700,795
2240,1,35,2,60,52,2,1,3,45,90,14000,0,2900,4600
2241,1,1,5,48,22,1,1,1,35,210,0,0,1575,2082
2242,1,12,2,60,27,2,1,1,60,160,2500,270,1400,1461
2243,1,2,2,60,27,2,1,1,45,120,5000,400,1000,1140
2244,1,7,6,60,26,2,2,1,45,211,0,0,1400,1531
2245,2,17,2,60,46,2,2,1,75,80,3000,0,900,1286
2246,1,1,6,60,23,1,1,2,35,70,0,0,1050,1190
2247,1,3,2,60,60,2,2,4,45,67,10000,0,1000,1683
2248,1,7,5,60,27,2,1,3,45,71,0,0,1500,1800
2249,1,13,1,60,36,2,1,1,84,92,0,0,1200,1271
2250,1,15,5,24,46,2,1,1,60,158,0,0,1000,1923
2251,1,0,2,12,65,2,1,4,60,115,3500,0,200,431
2252,2,0,1,24,30,2,1,2,83,80,0,0,500,650
2253,1,5,1,60,37,2,1,1,93,176,0,0,1800,2450
2254,1,10,2,36,56,2,2,3,90,321,26000,0,975,1576
2255,1,7,2,36,24,2,1,1,60,112,3500,0,1100,1460
2256,1,2,5,36,20,1,1,3,45,0,0,0,1000,1310
2257,2,0,1,60,28,2,1,1,53,75,0,0,1100,1168
2258,1,10,2,24,50,2,1,3,60,100,4000,0,700,1461
2259,1,2,1,48,31,1,1,1,43,75,0,0,800,900
2260,1,12,2,48,51,2,1,1,60,80,10000,0,1600,1661
2261,1,2,1,60,30,2,1,1,92,170,0,0,1300,1525
2262,1,20,6,60,62,2,1,4,75,140,0,0,1300,1371
2263,2,0,2,60,38,2,2,2,75,120,3500,0,1500,1702
2264,1,12,2,60,50,2,1,1,60,100,8000,0,1050,1657
2265,1,15,2,48,44,2,1,1,60,200,3500,200,800,1218
2266,2,0,1,60,41,2,2,1,95,50,7000,4000,1600,1601
2267,2,20,3,60,40,2,1,1,75,83,3000,0,1300,1435
2268,1,5,2,60,37,2,2,3,75,75,12000,0,900,1014
2269,1,18,6,48,50,2,1,3,75,62,5000,0,1700,2437
2270,1,6,5,60,24,4,1,1,45,220,3000,0,1600,1700
2271,1,5,2,36,46,2,1,3,60,100,4000,0,1100,1897
2272,1,11,1,24,26,1,1,1,59,137,2500,0,350,1158
2273,1,1,1,48,27,1,1,1,45,97,0,0,850,1000
2274,1,22,2,24,46,2,1,1,60,100,10500,0,900,1635
2275,1,2,3,48,34,2,1,1,90,170,6000,0,1280,1879
2276,2,6,2,36,42,2,1,1,105,151,48000,0,1635,1635
2277,2,0,2,36,21,1,2,2,35,115,2000,0,700,900
2278,1,15,6,48,60,2,1,1,60,153,0,0,450,1188
2279,2,0,6,60,42,2,2,1,165,0,0,0,1300,1750
2280,1,14,1,60,46,2,1,3,67,67,0,0,1500,2250
2281,2,6,6,24,23,1,2,1,35,135,0,0,250,250
2282,1,5,1,48,29,2,1,1,78,177,4000,0,700,960
2283,2,2,5,48,28,4,1,3,35,140,0,0,1000,1100
2284,1,14,1,48,43,2,1,1,54,85,2000,0,500,800
2285,1,26,2,48,42,2,1,1,60,95,6500,0,1180,1442
2286,1,0,5,36,32,1,1,1,35,119,3000,0,1000,1345
2287,1,29,2,12,53,2,1,1,45,145,27000,0,500,1230
2288,1,4,1,48,28,1,1,1,45,100,0,0,750,954
2289,1,4,2,24,55,2,1,3,90,200,4500,0,800,1230
2290,1,20,2,6,59,2,1,3,60,0,99999999,0,500,1402
2291,2,8,2,60,40,2,2,1,75,96,4000,1700,2050,2050
2292,1,1,6,60,20,1,1,1,35,85,0,0,850,1618
2293,2,20,2,60,44,2,2,3,75,60,3000,0,1500,1912
2294,2,5,2,60,39,2,2,3,90,152,6000,0,1250,1600
2295,1,15,2,36,55,2,1,3,75,70,14000,600,600,850
2296,1,2,1,36,31,1,1,4,35,0,0,0,525,800
2297,1,7,2,60,33,2,1,3,75,138,4000,0,1400,2035
2298,1,10,2,60,41,2,1,1,75,187,2500,0,1150,1250
2299,1,21,6,60,45,3,1,1,45,110,0,0,650,1584
2300,2,2,1,18,38,2,1,2,90,148,0,0,300,400
2301,1,0,2,36,41,2,1,1,75,89,5500,0,1000,1670
2302,1,12,1,60,36,2,1,1,56,106,0,0,1200,1823
2303,2,3,5,48,26,2,1,3,35,0,3500,0,150,816
2304,2,11,2,48,34,2,2,1,90,198,4500,0,1650,2165
2305,2,2,2,60,53,2,1,4,60,40,5000,0,850,884
2306,1,22,2,12,45,2,1,1,60,100,3000,0,400,1531
2307,1,7,2,48,37,2,1,1,75,145,6000,0,1250,1650
2308,2,2,2,60,29,2,2,1,60,80,4000,0,1000,1248
2309,1,20,2,48,45,2,1,3,90,0,30000,0,1100,2500
2310,1,7,2,36,33,2,1,1,45,208,4000,0,500,1288
2311,2,14,1,36,43,2,2,1,96,212,0,0,600,750
2312,1,7,2,18,40,2,2,1,75,169,4000,400,400,1717
2313,1,8,3,48,22,2,1,1,45,120,2500,1200,880,882
2314,1,21,1,36,42,4,2,1,53,180,0,0,850,950
2315,2,1,1,48,41,2,1,2,89,136,0,0,1070,1378
2316,1,1,2,12,28,2,1,2,45,130,18000,2500,400,2575
2317,1,14,2,60,35,2,1,1,75,205,5000,0,1350,1442
2318,1,2,6,36,26,2,1,1,35,148,4000,0,700,1300
2319,1,3,5,60,25,1,1,1,35,174,0,0,1000,1252
2320,1,14,2,60,54,2,1,1,60,90,5000,0,800,1517
2321,1,3,3,36,26,2,1,3,60,68,5000,90,900,1501
2322,2,0,6,36,22,1,1,1,35,0,0,0,800,800
2323,1,10,1,48,26,1,1,1,52,169,2000,0,1000,1242
2324,2,2,5,60,34,1,2,2,35,103,0,0,1250,1293
2325,1,3,1,48,32,2,1,1,57,121,0,0,1200,1952
2326,2,10,1,36,40,2,1,1,115,100,0,0,375,375
2327,1,1,2,42,35,2,1,1,75,54,6000,0,1000,1900
2328,1,22,1,60,47,2,1,1,56,114,0,0,1000,1163
2329,1,11,2,60,26,2,1,1,45,81,4000,1800,1000,1206
2330,2,1,2,24,51,2,2,3,180,99999999,65000,0,1500,1753
2331,1,0,5,48,31,1,1,2,35,65,2500,0,1000,1560
2332,1,17,2,36,43,2,1,1,60,250,9000,0,1000,1204
2333,1,12,2,36,45,2,1,1,90,90,30000,0,750,1374
2334,1,10,1,48,33,2,1,1,100,103,0,0,950,1541
2335,1,10,1,36,31,2,1,1,61,164,5000,0,1000,1440
2336,1,0,5,24,29,1,1,4,35,0,0,0,600,1243
2337,2,1,6,48,28,2,2,1,60,129,0,0,1300,1608
2338,1,4,1,60,25,1,1,1,50,150,0,0,1500,2600
2339,1,1,5,30,22,1,1,1,35,80,4000,0,600,850
2340,1,11,2,60,33,3,1,1,45,90,8000,0,850,1105
2341,1,5,6,60,31,2,1,1,75,95,2000,0,1100,1388
2342,2,7,5,60,24,1,1,1,35,92,0,0,1618,1618
2343,1,0,2,18,39,2,1,1,75,47,3500,0,350,1236
2344,1,17,2,36,42,2,1,1,45,115,4000,0,700,1631
2345,1,1,2,60,49,2,1,2,60,115,4000,0,1870,2622
2346,1,20,2,60,49,2,1,1,60,130,4000,0,1100,1738
2347,1,22,3,60,36,2,1,1,75,190,3500,0,1300,1579
2348,1,6,2,48,34,2,1,3,90,0,4500,0,1100,1192
2349,2,4,5,36,22,1,1,1,35,58,1000,0,400,525
2350,1,0,2,36,65,2,1,4,45,75,5000,0,400,935
2351,1,7,2,24,39,2,1,1,75,260,10000,0,400,1100
2352,1,24,2,24,47,2,1,1,75,136,4000,0,435,935
2353,1,18,5,60,32,2,1,1,75,152,5000,0,1400,1640
2354,1,0,5,60,25,2,1,4,45,209,2000,0,900,1436
2355,1,20,2,60,41,2,1,1,75,186,8000,50,900,1700
2356,2,3,5,60,41,1,2,1,35,90,0,0,949,949
2357,2,0,2,60,23,2,1,1,45,120,4000,1000,1200,1476
2358,1,2,2,60,29,2,1,1,60,110,2000,0,1020,1648
2359,2,0,2,60,39,2,2,3,45,80,6000,0,1100,1131
2360,1,7,2,48,42,2,1,1,60,132,8000,720,1000,1350
2361,1,3,2,24,27,2,1,1,45,245,14000,0,500,2070
2362,1,10,2,48,34,2,1,3,75,200,19000,0,750,1590
2363,1,3,5,24,29,1,1,1,35,66,0,0,300,525
2364,2,9,2,36,43,2,2,3,75,0,12000,0,1700,1730
2365,1,30,2,48,60,2,1,3,60,6,16000,0,1200,1636
2366,1,3,2,18,24,2,1,2,45,185,3500,0,600,925
2367,1,30,6,60,46,2,1,1,60,144,99999999,0,1350,1478
2368,2,15,2,48,50,2,1,1,60,99999999,5000,0,1800,2417
2369,1,10,1,48,28,2,1,1,56,108,0,0,1100,1684
2370,1,1,1,24,24,2,1,2,50,50,0,0,350,400
2371,1,4,5,60,23,1,1,1,35,80,10000,0,1000,1559
2372,1,7,2,12,51,2,1,3,75,120,5000,0,250,375
2373,1,6,5,36,29,2,1,1,105,168,14000,0,650,679
2374,1,14,2,60,41,2,1,1,75,183,4000,1100,1500,2730
2375,1,1,5,60,24,1,1,1,35,90,0,0,800,994
2376,1,25,2,48,51,2,1,1,75,156,3000,0,700,1172
2377,1,8,2,36,31,4,1,1,35,102,3000,0,1000,1364
2378,2,5,2,60,26,1,2,3,35,142,5500,3800,950,977
2379,1,8,2,54,31,2,1,1,75,280,14000,7000,850,1050
2380,1,20,2,60,54,2,1,1,60,195,15000,0,900,1430
2381,2,2,1,36,23,1,1,1,43,79,0,0,900,1000
2382,1,18,3,36,45,2,1,1,45,220,20000,0,800,1600
2383,1,10,2,36,39,2,1,1,90,122,3000,0,500,1472
2384,2,2,5,36,39,2,2,1,60,87,0,0,2000,2300
2385,1,20,5,48,37,1,1,1,35,114,0,0,1200,2472
2386,2,20,1,48,45,1,1,3,35,0,0,0,900,1300
2387,1,7,3,60,24,1,1,1,35,187,4000,2400,1400,1480
2388,2,0,0,48,23,2,1,2,45,26,99999999,99999999,1350,1562
2389,2,3,2,60,39,2,1,3,75,491,90000,0,4000,6700
2390,1,22,2,36,45,2,1,1,75,250,10000,0,500,1026
2391,1,10,1,60,38,2,2,1,110,204,0,0,1500,1531
2392,1,20,1,24,40,2,1,1,77,165,0,0,500,1532
2393,1,20,2,36,36,2,2,1,75,130,3500,0,1500,2000
2394,1,2,5,24,26,1,1,1,35,79,0,0,590,894
2395,1,22,1,36,51,1,2,3,35,0,0,0,350,950
2396,1,7,2,60,34,4,1,1,35,96,8000,0,850,1213
2397,1,5,2,60,39,2,1,3,75,85,4000,0,1200,1463
2398,2,2,1,48,37,4,2,3,35,0,0,0,2000,3900
2399,2,13,1,60,50,1,1,1,42,66,0,0,800,865
2400,1,17,6,60,46,2,1,1,75,155,0,0,2000,2086
2401,1,8,2,24,46,2,1,3,75,0,15000,0,1000,1603
2402,1,0,2,12,22,2,1,4,75,100,50000,8000,900,2327
2403,2,0,5,36,35,2,1,3,75,0,0,0,1450,1500
2404,1,6,1,36,31,4,1,1,49,140,0,0,550,999
2405,1,4,2,24,32,2,1,2,45,158,5500,0,500,1839
2406,1,20,3,48,40,2,1,1,75,144,7000,0,500,980
2407,1,38,1,12,66,2,1,1,79,340,0,0,700,1568
2408,1,26,1,60,50,2,1,1,85,250,0,0,1000,1297
2409,1,3,2,12,30,2,1,1,60,296,4500,2000,200,1338
2410,2,5,5,48,24,1,1,2,35,139,2000,0,1000,1492
2411,1,12,2,60,28,2,2,1,75,110,3500,1394,900,1082
2412,2,1,5,24,23,1,1,2,35,70,0,0,500,640
2413,1,4,2,60,41,2,1,1,45,87,6500,0,1100,1670
2414,2,13,3,60,38,2,1,1,90,108,1500,30,1400,1410
2415,1,1,5,36,21,2,1,1,45,90,2000,0,1200,1350
2416,1,5,5,60,21,1,1,1,45,56,0,0,1400,2067
2417,1,10,1,36,46,2,1,1,114,235,0,0,500,1531
2418,2,1,5,60,36,2,1,2,60,60,0,0,1400,1612
2419,1,3,1,36,20,1,1,2,58,225,0,0,1500,2050
2420,2,5,1,60,40,2,2,3,54,89,0,0,1200,1457
2421,2,2,3,36,32,2,1,1,75,80,2500,0,1300,1813
2422,2,19,1,60,37,4,2,1,41,63,0,0,2700,2957
2423,1,1,2,60,52,2,1,1,60,250,3000,0,1550,1850
2424,1,5,3,24,32,4,1,3,35,143,8000,0,600,1350
2425,1,7,1,60,30,2,1,1,42,73,0,0,950,1169
2426,1,25,1,60,48,2,1,1,103,126,3500,0,1450,1575
2427,1,11,2,36,32,2,1,1,60,101,12000,2400,965,1265
2428,2,27,2,60,58,2,1,3,60,60,15000,0,1450,1657
2429,1,19,2,60,56,2,1,1,45,169,7000,0,1400,1714
2430,2,2,1,48,48,2,2,4,109,193,0,0,1140,1143
2431,1,5,1,24,41,4,1,1,44,90,0,0,550,1319
2432,1,10,5,24,40,2,1,2,60,116,2000,0,480,620
2433,2,1,5,48,21,1,1,2,35,60,0,0,1350,1601
2434,1,6,5,48,24,1,1,1,35,107,6500,1172,1000,1200
2435,1,22,2,18,57,2,2,1,45,150,6000,0,500,1727
2436,2,0,1,48,54,2,1,3,135,0,0,0,2000,2476
2437,2,6,5,36,31,1,2,3,35,319,0,0,1200,1730
2438,1,3,6,36,40,2,1,1,60,90,99999999,0,400,1661
2439,1,2,2,12,32,2,1,3,45,122,5000,500,350,625
2440,1,1,5,60,30,2,1,3,60,93,0,0,1600,1647
2441,1,18,2,36,42,2,1,1,75,121,2000,150,900,1633
2442,1,2,5,24,23,1,1,2,35,93,2500,0,230,670
2443,1,17,1,48,36,2,1,1,61,162,0,0,1000,1641
2444,2,0,1,48,42,2,1,2,75,0,0,0,1300,1400
2445,1,2,5,36,24,2,2,3,45,0,0,0,1000,2223
2446,1,9,2,60,53,2,1,3,60,51,8000,3000,1450,1970
2447,1,11,1,60,29,2,1,1,74,135,0,0,1000,1097
2448,2,3,2,48,53,2,1,4,75,60,99999999,99999999,1500,1637
2449,1,2,5,60,23,1,1,1,35,106,0,0,820,1097
2450,1,32,5,42,53,2,1,3,60,160,0,0,200,829
2451,2,8,5,60,28,1,2,1,35,76,0,0,1300,1550
2452,2,1,2,60,40,2,1,1,45,0,3000,180,1700,1777
2453,1,24,6,60,40,2,1,1,45,115,0,0,1250,1461
2454,2,1,5,30,23,1,1,3,35,60,0,0,800,1452
2455,1,15,1,48,55,3,1,1,62,173,0,0,1100,1467
2456,1,24,2,48,48,2,1,1,75,90,3000,0,400,975
2457,2,5,1,36,48,2,1,3,97,365,0,0,1300,1736
2458,2,1,6,36,44,2,2,1,60,154,2500,0,2000,2500
2459,2,0,5,36,29,4,1,3,35,0,0,0,650,975
2460,2,4,1,60,46,2,1,3,70,100,0,0,2400,2500
2461,1,0,5,36,23,1,1,1,35,70,0,0,900,1210
2462,1,2,6,48,29,1,1,1,35,75,0,0,650,824
2463,1,25,2,60,63,2,2,3,60,60,47500,3360,1000,1162
2464,1,17,1,24,40,2,2,1,58,128,0,0,700,982
2465,1,14,5,48,37,2,2,1,60,120,0,0,1000,1189
2466,2,0,6,60,23,1,1,1,35,0,0,0,700,969
2467,1,15,2,36,49,2,1,1,75,113,8000,0,1050,1055
2468,2,16,1,60,40,2,1,3,82,71,0,0,2000,2250
2469,1,16,2,36,40,2,2,1,90,120,6000,0,900,1150
2470,1,1,5,36,23,1,1,1,35,55,5000,0,775,925
2471,1,15,2,36,42,1,1,1,35,90,5000,3000,1000,1243
2472,1,5,2,60,35,2,1,3,45,0,99999999,0,700,768
2473,1,5,1,48,28,2,2,1,60,154,3000,0,825,1661
2474,2,0,2,48,39,2,1,3,60,16,3000,0,850,1053
2475,1,1,2,36,36,2,1,3,75,416,8000,0,3875,5175
2476,1,13,5,48,28,2,1,1,90,105,0,0,1200,1590
2477,1,10,1,36,38,2,1,1,66,210,0,0,500,1171
2478,1,2,2,60,33,2,1,1,35,146,8000,2000,1000,1844
2479,1,2,5,60,30,4,1,3,35,150,0,0,1500,1671
2480,2,0,2,36,36,2,1,4,45,105,5000,3000,1000,1620
2481,1,13,2,60,28,2,1,1,45,148,3500,144,1350,1496
2482,1,0,3,48,56,2,1,4,35,84,4500,50,700,940
2483,1,8,1,48,39,2,1,3,66,60,0,0,700,1580
2484,1,4,2,36,54,2,1,3,35,80,25000,0,1400,1490
2485,1,15,5,60,35,1,1,1,45,226,6000,2200,1350,1609
2486,1,1,2,48,29,2,1,1,45,130,4000,0,1000,1777
2487,2,20,1,60,47,2,1,1,85,100,8000,0,1250,1250
2488,1,2,2,60,35,2,1,4,60,175,2500,0,1250,1412
2489,2,0,6,60,32,1,1,2,35,0,0,0,600,1690
2490,1,0,1,60,35,1,1,1,51,163,0,0,1000,1353
2491,1,15,6,36,30,2,1,1,45,131,0,0,250,1341
2492,1,24,2,48,39,2,1,1,75,125,6000,200,1000,1409
2493,1,15,2,48,57,2,1,3,35,212,65000,0,1300,1852
2494,2,1,1,24,32,1,1,3,35,0,0,0,290,490
2495,1,17,1,30,45,2,1,1,55,104,0,0,550,575
2496,2,1,1,24,24,1,1,2,42,65,0,0,750,1192
2497,2,2,5,60,23,1,2,2,35,75,0,0,1100,1139
2498,1,0,5,60,24,1,1,1,35,126,1500,0,900,1092
2499,1,0,5,18,20,2,1,1,35,91,0,0,600,750
2500,1,14,1,36,49,2,1,1,70,103,0,0,500,1017
2501,1,2,5,60,24,1,1,1,35,100,0,0,1600,1601
2502,1,7,1,60,40,2,2,3,76,164,3000,0,800,1032
2503,1,6,2,60,31,2,1,1,45,131,4000,1600,600,1661
2504,1,2,6,18,25,2,2,3,60,0,0,0,850,1400
2505,1,0,6,48,39,2,1,1,60,85,0,0,1450,1594
2506,2,2,3,60,22,2,1,2,35,60,2800,0,1300,1422
2507,2,0,2,36,30,4,1,3,60,48,7000,0,300,365
2508,1,0,5,60,21,1,1,2,45,312,10000,0,1033,1175
2509,1,0,5,24,22,1,1,2,35,80,0,0,650,1356
2510,2,0,1,18,28,2,2,1,68,83,0,0,200,300
2511,1,8,2,24,32,2,1,1,60,77,4000,0,350,865
2512,1,2,5,24,23,1,1,3,35,63,20000,0,600,2143
2513,1,0,5,24,36,2,1,4,90,31,0,0,625,725
2514,2,2,1,60,20,1,1,1,46,108,0,0,1200,1300
2515,1,4,2,60,25,2,1,1,45,68,4500,1379,725,1460
2516,1,5,5,30,24,2,1,1,35,120,0,0,700,1804
2517,1,8,2,36,35,2,2,1,45,213,6000,0,1700,2450
2518,1,10,5,48,58,2,1,4,35,450,2500,0,1200,1505
2519,1,5,2,60,32,2,1,1,45,145,13000,0,1500,1850
2520,2,15,2,36,56,2,2,3,35,90,16000,0,800,1300
2521,1,2,1,60,53,3,1,1,46,114,0,0,1050,1348
2522,1,2,5,60,26,1,1,1,35,104,10000,0,1400,1490
2523,1,20,2,60,40,2,1,1,45,240,8000,0,900,950
2524,1,1,2,36,48,2,1,4,45,45,32000,0,1500,2700
2525,1,10,5,60,28,1,1,1,35,70,3500,0,1300,1743
2526,1,0,2,60,34,2,1,1,60,85,4000,0,1100,1628
2527,1,11,2,60,28,2,1,1,35,82,1500,0,1090,1491
2528,2,2,1,24,30,2,1,2,53,80,0,0,500,975
2529,2,20,2,48,47,2,1,3,45,66,99999999,0,1200,1668
2530,2,0,3,60,43,2,1,2,90,82,4000,0,600,790
2531,1,3,2,60,41,2,1,1,75,99,16000,500,1000,3300
2532,1,28,2,48,54,2,1,3,75,46,15000,0,900,1300
2533,1,23,6,54,38,4,1,1,60,178,0,0,740,989
2534,1,4,1,60,30,2,1,1,60,147,5500,2000,1700,1719
2535,1,11,2,48,41,2,2,3,45,280,4000,1300,1000,1350
2536,1,12,2,60,45,2,1,3,35,75,4000,0,1000,1100
2537,1,6,2,6,29,2,1,1,45,190,5000,0,200,2179
2538,2,0,2,6,33,1,2,2,45,240,4500,0,675,1146
2539,1,1,5,48,25,1,1,3,35,280,6000,0,1100,1650
2540,2,8,6,60,41,2,1,3,45,62,0,0,1800,2101
2541,1,12,2,48,35,2,1,1,60,90,4500,0,900,1097
2542,1,17,5,36,33,4,2,1,35,96,0,0,475,475
2543,1,17,1,60,44,2,1,1,51,159,0,0,1100,1668
2544,1,1,2,48,42,2,1,1,75,155,8000,0,600,1680
2545,1,19,1,60,42,1,1,1,43,78,0,0,730,1070
2546,2,0,1,24,42,2,2,1,103,283,0,0,1897,2517
2547,1,10,2,54,41,2,1,1,45,130,4500,0,1700,1957
2548,1,16,6,42,49,2,2,1,45,80,0,0,700,950
2549,1,0,1,36,42,1,2,2,48,129,0,0,525,525
2550,1,5,2,60,49,2,1,1,35,122,5000,0,1500,1740
2551,1,10,2,30,32,2,1,3,60,65,3000,0,600,1200
2552,1,7,5,36,24,1,1,1,35,127,0,0,300,2612
2553,1,3,6,48,28,2,1,1,35,125,1500,0,1500,1689
2554,1,0,2,36,42,2,1,3,60,260,3000,250,1100,1288
2555,1,10,1,60,42,2,1,1,76,158,5000,0,1000,1000
2556,1,32,2,36,49,2,1,1,75,163,4000,0,400,700
2557,2,14,2,48,29,2,1,1,75,131,4000,0,980,2981
2558,1,20,1,60,38,2,1,1,74,140,0,0,1500,1600
2559,1,26,2,60,41,2,1,1,45,132,0,0,1100,1472
2560,1,10,3,60,46,2,1,1,75,66,5500,1700,1250,1525
2561,1,6,2,60,33,2,1,2,60,140,6000,0,1150,1715
2562,1,2,2,60,23,1,1,1,35,150,3000,0,2000,4904
2563,1,24,2,48,39,2,1,1,75,110,3000,0,1150,1379
2564,2,2,3,48,27,2,1,4,75,59,2500,2200,1200,1530
2565,1,3,3,36,37,2,1,3,45,0,4500,0,900,1596
2566,1,1,5,48,23,1,1,1,35,139,0,0,650,650
2567,1,2,5,36,22,1,1,2,35,100,25000,0,1400,1850
2568,1,16,1,60,35,1,1,1,49,135,0,0,1300,1310
2569,1,5,2,48,46,2,1,1,90,137,2000,0,1100,1487
2570,1,1,1,60,40,2,1,1,57,120,0,0,1500,1737
2571,1,0,1,48,52,2,1,3,35,0,5000,0,800,1794
2572,1,7,2,36,41,2,1,1,75,87,4500,0,2000,2104
2573,1,23,1,48,57,1,2,1,49,142,0,0,1300,1450
2574,1,2,5,60,35,1,1,4,35,65,0,0,1100,1324
2575,1,10,2,6,46,2,1,3,45,464,10000,0,1100,2235
2576,2,5,1,60,42,2,2,3,113,83,0,0,1530,1530
2577,2,0,6,60,38,2,2,1,45,0,0,0,1500,1700
2578,1,0,2,48,25,1,1,1,35,126,2800,0,1170,1372
2579,2,0,5,24,20,1,1,2,35,66,0,0,550,550
2580,1,2,1,48,24,1,1,1,44,90,0,0,1200,1450
2581,1,10,6,60,57,2,1,1,60,84,9000,0,1400,1423
2582,1,4,6,60,37,2,2,3,60,61,0,0,1420,1450
2583,1,4,5,60,27,2,1,3,35,0,0,0,1050,1214
2584,2,2,2,60,31,2,1,1,45,55,4000,800,700,1250
2585,1,43,6,24,60,2,1,1,60,185,0,0,319,1669
2586,1,8,5,48,34,1,1,1,35,85,0,0,1000,1383
2587,1,9,2,48,26,2,1,1,35,101,5000,0,500,1997
2588,1,8,3,48,25,1,1,1,45,180,1500,0,1100,1200
2589,1,30,6,48,50,2,1,1,45,220,0,0,600,900
2590,2,2,2,48,41,2,1,1,60,142,4000,0,2000,2465
2591,1,5,5,24,32,2,1,1,35,91,0,0,450,530
2592,2,2,1,60,62,2,2,4,41,57,8000,0,1200,1500
2593,1,1,2,48,27,1,2,1,45,62,5000,0,1500,1788
2594,2,10,2,48,54,2,1,3,35,27,5000,0,1050,1054
2595,2,4,6,36,54,2,1,3,60,0,0,0,250,350
2596,1,22,6,24,36,2,1,1,45,176,0,0,700,1428
2597,1,7,2,60,55,2,1,1,45,124,5000,0,800,982
2598,2,1,5,60,19,1,1,1,45,128,9500,2800,1300,1540
2599,2,7,2,60,31,2,1,1,60,92,3500,991,1050,1158
2600,1,7,6,48,55,2,1,1,75,100,6000,0,1200,1700
2601,1,21,2,36,37,2,1,1,75,300,7000,3500,1100,1876
2602,1,8,2,24,51,2,1,1,45,167,8000,0,250,400
2603,1,25,2,60,51,2,1,1,60,222,7000,0,1300,1400
2604,2,1,5,48,22,1,1,3,35,0,10000,0,650,722
2605,1,0,1,60,57,2,1,4,43,80,0,0,1200,1515
2606,2,5,1,48,48,2,2,3,65,50,0,0,1200,1487
2607,1,13,5,60,28,2,1,1,35,138,0,0,1080,1192
2608,1,2,1,36,54,2,1,1,54,187,0,0,1200,2050
2609,2,1,2,60,53,2,1,3,35,140,8000,0,1600,2222
2610,1,7,5,60,25,1,1,1,35,58,28000,0,1100,1338
2611,1,18,6,36,42,1,1,1,35,83,0,0,700,1380
2612,2,1,1,36,40,4,1,4,79,38,0,0,400,400
2613,1,6,2,48,35,2,1,3,60,0,3500,350,1300,1588
2614,2,2,2,60,42,3,1,4,45,35,6000,0,650,865
2615,1,12,2,48,31,2,1,1,60,84,5000,0,700,1702
2616,1,7,5,60,30,1,1,1,35,95,0,0,900,1158
2617,1,18,2,36,41,2,1,1,45,104,12000,800,900,1607
2618,1,6,2,36,58,2,1,1,60,390,45000,0,1000,2318
2619,1,10,2,60,50,2,1,1,75,209,13500,0,1450,1786
2620,1,7,3,48,27,2,1,1,60,71,800,0,800,1505
2621,1,1,5,36,33,2,1,1,35,200,0,0,600,1580
2622,2,1,2,60,47,4,1,1,35,48,5000,0,1200,1445
2623,2,0,5,60,38,4,2,3,45,99999999,0,0,700,1738
2624,1,7,2,24,41,2,1,3,45,0,6000,0,1200,2676
2625,2,16,2,36,30,2,1,1,45,82,4500,0,800,975
2626,1,10,2,36,49,2,1,3,45,126,5000,0,800,1150
2627,1,11,2,48,53,2,1,1,45,111,5000,0,1300,1763
2628,1,20,2,48,44,2,1,1,45,87,3000,0,800,1694
2629,1,1,1,6,34,2,1,3,99,535,0,0,500,1196
2630,1,8,1,36,51,2,2,3,60,0,0,0,400,600
2631,2,1,2,60,36,2,2,3,45,0,4000,2000,1500,1743
2632,1,13,6,48,40,2,2,3,75,270,0,0,2300,2750
2633,2,8,5,36,27,1,1,2,35,53,0,0,225,350
2634,2,1,2,36,38,2,1,3,90,49,7000,300,1200,1619
2635,1,13,6,60,40,2,1,1,60,140,0,0,700,1465
2636,1,2,5,60,24,1,1,1,35,67,0,0,316,1080
2637,1,6,2,48,37,2,1,3,45,189,15750,3000,2300,2936
